id,customer_id,employee_id,product_id,transaction_date,quantity,discount_amount,reward_point
15463,1084,2,1599,14:51.0,5,0,5.25
15464,1627,5,1005,14:09.0,8,0,15.71
15465,1843,20,1642,25:08.0,7,0,13.81
15466,1469,1,226,47:02.0,10,0,4.87
15467,497,13,1655,35:22.0,8,45.28,7.93
15468,1695,20,842,14:24.0,7,0,9.33
15469,532,4,1129,38:34.0,9,0,6.59
15470,741,5,1034,18:04.0,1,0,1.34
15471,1732,5,1226,22:30.0,6,0,2.07
15472,938,2,755,58:44.0,5,49.32,4.7
15473,1822,17,1520,43:49.0,7,0,6.3
15474,1312,17,266,29:35.0,7,0,0.38
15475,512,10,1188,23:06.0,9,0,14.67
15476,1668,2,1295,37:06.0,4,19.54,6.11
15477,1396,17,1502,34:34.0,4,0,3.14
15478,1902,7,270,00:25.0,4,0,3.4
15479,154,4,912,49:17.0,2,0,1.67
15480,1588,2,1040,16:23.0,5,0,0.04
15481,968,1,376,19:25.0,9,34.77,7.19
15482,168,1,1508,55:59.0,3,0,5.37
15483,1625,1,1486,44:18.0,5,0,1.15
15484,728,1,1985,58:31.0,1,0,0
15485,1621,17,1549,17:50.0,5,0,7.99
15486,858,13,1653,02:53.0,5,0,5.03
15487,1744,13,1795,58:38.0,6,0,5.86
15488,477,13,503,18:21.0,7,0,3.03
15489,1760,10,1353,29:07.0,9,0,5.54
15490,695,4,241,00:28.0,7,0,8.98
15491,1475,1,1769,53:59.0,7,0,12.29
15492,346,7,733,43:23.0,7,0,4.96
15493,436,13,417,29:42.0,2,0,1.36
15494,1850,2,87,27:39.0,9,0,7.63
15495,935,7,676,00:12.0,3,0,5.94
15496,678,2,397,34:17.0,10,0,19.77
15497,1676,20,218,45:21.0,3,0,3.7
15498,1401,20,1984,00:47.0,10,0,8.94
15499,221,17,451,47:13.0,5,0,6.77
15500,1219,4,468,34:38.0,8,0,13.52
15501,573,1,819,26:50.0,6,0,10.48
15502,564,1,550,43:53.0,10,0,6.78
15503,589,5,437,30:57.0,1,0,1.08
15504,596,2,159,08:38.0,2,0,0.63
15505,694,7,602,37:30.0,3,0,2.55
15506,1988,7,1936,25:40.0,5,17.51,2.35
15507,1706,10,1243,28:38.0,6,0,7.03
15508,1607,10,1248,35:22.0,2,0,3.19
15509,1225,2,121,10:49.0,5,28.38,3.29
15510,773,20,1170,12:10.0,6,0,5.61
15511,1036,5,1314,02:32.0,2,0,3.57
15512,1008,13,1912,06:47.0,8,0,3.25
15513,868,5,1430,51:07.0,8,0,0.77
15514,1778,4,894,37:33.0,1,0,0.47
15515,308,7,1911,35:35.0,2,11.02,1.4
15516,844,17,1336,45:10.0,9,0,16.93
15517,1033,7,1106,06:31.0,5,0,3.79
15518,89,7,1739,57:04.0,6,0,9.42
15519,1360,5,1271,50:42.0,4,0,7.43
15520,1610,7,53,55:33.0,9,0,2.76
15521,1214,2,412,52:50.0,8,0,12.22
15522,50,5,507,47:03.0,7,0,8.61
15523,499,7,1124,08:41.0,4,0,7.18
15524,126,4,1646,03:41.0,4,0,2.5
15525,623,1,1699,58:11.0,3,0,1.17
15526,1323,4,934,41:39.0,6,0,6.69
15527,891,10,1116,24:33.0,4,0,1.05
15528,806,10,1365,27:47.0,10,0,19.68
15529,1846,5,1862,38:32.0,3,0,3.75
15530,884,10,810,21:55.0,9,0,1.14
15531,1054,20,1551,29:59.0,2,0,0.18
15532,594,17,72,47:10.0,1,0,0.69
15533,798,5,1427,24:27.0,10,0,7.61
15534,11,5,1412,28:06.0,3,0,0.08
15535,1490,7,1006,49:58.0,2,4.11,1.91
15536,840,2,582,30:58.0,7,0,10.86
15537,1233,20,244,32:19.0,5,0,7.26
15538,829,1,1523,58:41.0,4,0,7.94
15539,693,5,784,26:59.0,1,0,1.17
15540,615,4,346,54:19.0,4,0,5.53
15541,1362,7,193,25:49.0,7,0,1.79
15542,139,4,363,38:36.0,2,0,3.41
15543,618,4,605,57:11.0,4,0,3.32
15544,1617,5,174,09:26.0,8,20.9,8.76
15545,1116,10,1180,15:37.0,4,0,2.01
15546,917,2,13,14:35.0,5,0,5.87
15547,812,4,1422,19:58.0,6,0,11.88
15548,1280,20,1852,58:49.0,3,0,0.55
15549,1010,2,1203,29:04.0,5,0,7.38
15550,1970,2,1337,31:49.0,4,0,2
15551,1402,2,36,49:08.0,9,0,0.08
15552,1635,13,1605,22:35.0,4,0,1.74
15553,878,13,1455,58:30.0,5,0,7.7
15554,1610,10,536,11:18.0,2,0,3.95
15555,1770,1,999,39:31.0,6,46.26,9.75
15556,1871,10,1404,41:06.0,9,0,16.95
15557,533,7,982,27:56.0,10,24.05,16.93
15558,1920,5,726,49:11.0,5,0,2.94
15559,954,13,536,14:15.0,2,0,1.29
15560,1800,5,1153,02:04.0,6,0,8.01
15561,1358,10,1940,56:33.0,8,42.15,8.08
15562,828,13,578,20:42.0,4,0,3.77
15563,1800,2,479,59:26.0,3,0,3.45
15564,1817,13,716,04:20.0,2,0,3.33
15565,686,17,1224,50:55.0,1,0,1.87
15566,738,5,983,14:15.0,2,0,2.96
15567,836,5,1245,20:13.0,9,0,17.79
15568,143,5,1745,27:59.0,5,0,4.24
15569,1675,5,190,02:39.0,7,0,8.08
15570,1849,5,455,51:57.0,9,0,7.56
15571,631,13,741,08:29.0,1,0,0.75
15572,1495,7,1307,19:07.0,6,0,3.5
15573,1772,4,216,34:05.0,2,12.1,1.65
15574,508,5,1710,12:12.0,2,0,1.31
15575,1687,1,1015,55:34.0,1,0,0.26
15576,39,10,1306,11:55.0,8,11.3,10.31
15577,1966,1,223,44:03.0,7,3.73,9.68
15578,1665,13,1462,12:01.0,4,0,2.32
15579,663,5,464,50:58.0,5,14.71,7.48
15580,1253,17,1801,34:11.0,5,48.79,7.12
15581,824,7,55,17:47.0,7,0,3.27
15582,1353,7,383,53:24.0,6,0,4.3
15583,240,10,875,09:40.0,3,0,1.33
15584,732,20,1825,18:37.0,7,24.26,7.85
15585,1164,10,354,17:58.0,6,0,10.13
15586,242,7,391,14:27.0,7,7.21,6.96
15587,405,2,954,23:27.0,10,0,12.11
15588,393,20,1162,40:08.0,7,0,7.5
15589,1024,17,1250,14:22.0,10,0,15.91
15590,308,7,129,17:00.0,1,7.86,0.08
15591,1474,5,1438,03:13.0,10,0,14.95
15592,217,17,1961,24:01.0,7,0,4.02
15593,1488,17,989,58:17.0,9,0,12.1
15594,660,1,1633,30:33.0,5,0,3.03
15595,1752,2,668,01:56.0,5,14.47,2.1
15596,568,4,1058,07:13.0,4,0,1.45
15597,591,7,143,53:47.0,2,0,2.1
15598,52,4,174,19:09.0,10,0,10.74
15599,565,2,1296,15:43.0,2,0,2.04
15600,110,4,522,36:08.0,2,0,3.99
15601,969,10,782,19:22.0,4,0,4.31
15602,1295,5,332,52:49.0,3,10.41,0.23
15603,1828,5,556,32:10.0,2,0,0.31
15604,1808,4,1197,07:03.0,4,0,6.63
15605,1324,4,405,21:04.0,8,0,9.28
15606,1166,7,656,51:26.0,1,0,0.77
15607,1926,1,1546,36:20.0,8,0,15.31
15608,183,7,940,19:44.0,1,0,1.32
15609,1394,2,1093,18:07.0,2,0,2.15
15610,657,2,32,42:59.0,9,0,13.56
15611,502,10,1606,33:26.0,3,0,5.42
15612,13,17,1198,47:39.0,6,0,10.34
15613,745,10,1469,41:58.0,8,0,14.82
15614,817,7,799,57:47.0,4,0,6.61
15615,347,7,1827,52:07.0,4,0,4.76
15616,1471,5,1114,50:52.0,6,0,0.41
15617,1840,20,970,04:57.0,7,0,5.09
15618,1428,4,1246,08:12.0,9,0,12.4
15619,312,1,1588,43:18.0,7,0,0.51
15620,1209,13,1058,35:52.0,4,0,1.55
15621,750,13,1402,09:28.0,5,0,3.49
15622,1351,20,639,04:24.0,3,0,0.94
15623,765,10,879,56:22.0,8,0,13.81
15624,1234,20,1034,12:14.0,9,0,11.76
15625,1105,1,1013,35:31.0,10,0,3.83
15626,1649,5,851,01:33.0,4,0,6.94
15627,1021,17,228,14:57.0,1,24.36,0.02
15628,251,1,2000,34:14.0,1,0,1.18
15629,1214,10,1881,16:57.0,9,0,12.59
15630,780,13,802,43:50.0,1,0,1.37
15631,1622,1,1612,24:15.0,7,0,9.77
15632,591,13,1160,04:40.0,3,0,4.15
15633,1490,10,459,09:15.0,3,25.91,3.27
15634,1722,10,657,26:06.0,8,0,0.27
15635,445,4,677,54:43.0,7,0,5.05
15636,1398,20,918,20:20.0,2,0,0.95
15637,564,13,841,40:53.0,3,0,5.96
15638,1064,20,1552,12:20.0,2,0,3.66
15639,1449,17,191,19:37.0,8,0,10.28
15640,594,5,763,27:01.0,4,0,1.41
15641,1128,7,70,13:24.0,3,0,3.68
15642,1900,20,1184,35:11.0,8,0,14.53
15643,943,17,563,32:57.0,2,0,3.03
15644,990,13,647,21:59.0,5,0,6.25
15645,692,4,1503,08:59.0,7,0,12.77
15646,1442,20,1828,19:03.0,8,8.67,0.92
15647,889,5,1862,39:09.0,8,0,9.87
15648,740,17,1296,11:51.0,7,0,7.97
15649,711,13,1660,44:15.0,5,0,9.87
15650,1078,10,1330,01:35.0,7,0,13
15651,1713,2,872,26:14.0,10,0,13.66
15652,1163,4,1865,12:37.0,3,0,3.31
15653,1180,4,342,42:29.0,6,7.52,3.69
15654,1122,17,384,19:25.0,3,0,5.46
15655,1040,17,668,37:27.0,9,0,11.84
15656,1930,7,1037,56:19.0,6,0,6.5
15657,998,4,1470,45:30.0,5,1.48,2.97
15658,1825,20,690,24:02.0,5,0,6.84
15659,1841,20,880,45:40.0,8,0,6.81
15660,543,2,1983,47:01.0,6,0,6.04
15661,1905,13,1840,26:58.0,5,0,6.55
15662,790,17,255,21:57.0,6,0,1.54
15663,318,4,1694,55:24.0,4,0,2.17
15664,741,17,623,02:47.0,10,0,17.09
15665,1360,7,1448,07:44.0,2,9.35,0.98
15666,1930,7,710,41:31.0,2,0,2.72
15667,724,1,766,07:24.0,6,0,3.36
15668,758,1,1694,43:46.0,3,0,1.54
15669,672,1,1493,56:31.0,6,0,11.71
15670,34,1,353,23:43.0,9,0,17.24
15671,1000,7,1456,09:49.0,8,46.98,13.55
15672,489,4,1150,26:55.0,10,0,10.59
15673,1771,1,1880,25:04.0,2,0,3.91
15674,1842,10,1848,39:47.0,6,0,4.43
15675,1640,1,538,11:07.0,4,0,3.29
15676,511,13,1886,52:30.0,2,0,0.43
15677,548,17,1393,27:19.0,9,39.88,7.08
15678,908,20,1489,58:49.0,3,0,4.33
15679,734,1,516,00:43.0,5,0,0.46
15680,930,20,766,58:19.0,10,0,1.84
15681,565,2,1864,13:02.0,8,12.16,9.21
15682,541,17,653,16:40.0,1,0,0.64
15683,1954,13,1471,17:06.0,2,0,0.38
15684,881,13,201,08:29.0,4,21.76,6.2
15685,877,13,877,28:33.0,8,0,5.1
15686,1543,10,1546,35:25.0,10,0,13.97
15687,742,10,1518,22:20.0,2,17.9,1.31
15688,655,7,545,54:57.0,8,0,14.24
15689,1336,4,1027,38:57.0,2,0,1.91
15690,1031,10,1772,49:35.0,10,0,1.02
15691,266,7,521,59:50.0,4,9.83,3.54
15692,522,20,80,08:28.0,2,0,0.84
15693,1733,10,1214,37:02.0,6,0,6.17
15694,1053,5,308,27:15.0,3,0,5.24
15695,1633,4,1196,40:31.0,9,0,10.69
15696,981,4,1203,09:53.0,3,0,0.16
15697,1096,7,315,15:30.0,3,0,1.55
15698,1204,20,143,14:26.0,7,0,10.19
15699,463,13,890,45:23.0,8,0,14.7
15700,254,5,1666,26:42.0,4,0,2.4
15701,775,2,381,46:16.0,5,0,2.64
15702,818,1,1062,18:59.0,3,0,5.46
15703,367,7,1353,33:22.0,6,0,10.36
15704,1097,20,1807,04:25.0,1,0,0.51
15705,1303,2,426,10:58.0,6,0,1.68
15706,1417,2,1815,54:44.0,2,0,0.41
15707,755,10,791,27:57.0,6,0,10.55
15708,942,1,209,45:08.0,7,0,2.24
15709,1363,17,1734,27:53.0,8,0,4.58
15710,72,17,1918,04:04.0,8,0,8.13
15711,1339,5,1281,53:18.0,4,0,4.02
15712,293,1,949,54:10.0,10,0,10.28
15713,465,5,1388,24:03.0,10,0,4.1
15714,238,13,1201,36:29.0,3,0,2.78
15715,176,4,557,23:02.0,1,0,0.42
15716,1563,17,407,32:21.0,10,0,12.09
15717,1566,1,244,19:04.0,9,0,17.9
15718,1331,1,700,49:45.0,7,0,1.29
15719,54,17,1949,43:12.0,1,0,0.64
15720,1030,1,1235,55:30.0,7,0,5.3
15721,1084,13,1250,16:13.0,6,0,5.74
15722,1320,7,723,27:26.0,10,0,16.2
15723,973,17,1070,06:46.0,10,0,14.93
15724,447,5,869,42:17.0,2,0,3.71
15725,980,13,77,36:54.0,3,0,1.94
15726,284,5,1332,35:40.0,7,0,1.15
15727,1777,5,501,18:55.0,4,0,6.11
15728,277,1,1962,51:12.0,2,0,2.23
15729,1873,20,267,36:08.0,3,0,0.17
15730,464,13,1336,45:01.0,7,0,12.93
15731,1237,5,1156,55:19.0,8,0,0.01
15732,949,7,688,44:40.0,5,0,9.05
15733,1625,7,1666,29:00.0,6,0,10.6
15734,82,2,442,31:48.0,3,2.57,5.78
15735,600,4,12,33:59.0,7,0,1.84
15736,1703,7,1557,45:04.0,7,0,7.86
15737,1496,7,1436,22:32.0,9,27.09,17.66
15738,39,1,1169,02:20.0,4,0,5.55
15739,239,5,875,46:31.0,6,0,2.82
15740,1851,5,1505,32:51.0,3,0,4.43
15741,1222,1,1623,14:46.0,1,0,0.47
15742,1224,20,568,31:27.0,9,0,16.9
15743,1596,7,1798,18:36.0,9,0,17.51
15744,1197,17,943,17:15.0,6,0,10.51
15745,1457,7,225,38:05.0,3,0,2.76
15746,1562,4,1901,57:09.0,7,0,2.17
15747,641,7,1809,40:55.0,3,0,5.03
15748,1951,10,718,10:43.0,2,0,2.67
15749,737,7,486,56:00.0,9,19.13,7.33
15750,1521,1,1740,54:45.0,6,0,2.88
15751,920,4,964,01:18.0,5,0,4.94
15752,71,20,652,05:29.0,10,0,17.52
15753,1138,1,1134,40:38.0,6,0,3.37
15754,1427,2,823,53:20.0,2,0,1.25
15755,274,7,375,50:44.0,1,15.79,0.79
15756,656,5,256,43:38.0,3,0,0.1
15757,592,4,1424,14:27.0,1,0,1.85
15758,1181,2,885,45:13.0,1,0,1.15
15759,1353,7,924,33:36.0,6,0,10.85
15760,525,4,154,00:42.0,9,0,11.37
15761,590,20,1405,06:51.0,1,0,0.3
15762,367,17,1219,25:09.0,4,0,3.87
15763,1366,4,203,57:34.0,10,49.08,3.85
15764,1847,13,1064,27:05.0,10,0,19.53
15765,754,17,1980,01:34.0,6,0,8.88
15766,1707,1,1647,37:04.0,5,0,3.29
15767,1614,20,211,30:49.0,10,23.64,6.01
15768,1293,5,909,19:57.0,1,0,1.46
15769,128,1,455,31:17.0,7,0,2.94
15770,1913,7,632,45:20.0,3,0,3.22
15771,489,17,714,25:08.0,8,0,11.36
15772,1743,7,643,43:03.0,2,41.71,3.45
15773,223,10,1471,15:21.0,9,47.42,7.71
15774,1861,13,741,48:33.0,10,0,8.38
15775,44,20,1800,13:08.0,10,3.4,13.25
15776,588,2,156,37:47.0,5,10.68,0.54
15777,1788,4,829,27:10.0,2,0,3.47
15778,1226,7,669,56:15.0,2,0,2.38
15779,530,4,985,35:37.0,9,0,10.73
15780,682,5,489,14:55.0,5,0,2.35
15781,1494,17,1941,50:48.0,10,0,4
15782,1173,17,1775,07:14.0,6,0,11.35
15783,1157,7,197,39:35.0,8,0,11.09
15784,1644,13,677,58:24.0,8,40.28,6.77
15785,62,1,1232,47:14.0,3,0,4.77
15786,1642,2,1037,18:00.0,4,0,0.88
15787,863,17,1775,37:49.0,7,0,13.11
15788,1910,5,1316,02:22.0,10,0,12.67
15789,1579,10,233,14:47.0,5,0,3.36
15790,1018,20,1027,24:45.0,8,47.36,10.66
15791,1042,13,1634,51:25.0,3,0,0.54
15792,1630,10,1417,24:48.0,2,0,3.34
15793,1567,17,545,24:13.0,5,0,5.37
15794,964,7,1336,11:53.0,6,0,5.48
15795,829,20,693,12:47.0,10,0,7.07
15796,1208,13,1859,21:54.0,9,23.23,7.72
15797,1262,17,608,28:43.0,7,0,6.05
15798,2000,13,1075,39:54.0,6,0,1.8
15799,985,17,141,16:05.0,2,4.72,1.24
15800,1796,1,991,30:47.0,7,0,2.45
15801,84,4,933,57:21.0,7,0,7.25
15802,1827,4,1093,21:34.0,4,14.5,7.35
15803,768,13,162,51:43.0,3,0,3.27
15804,171,7,1833,34:04.0,10,0,15.87
15805,927,20,1607,46:07.0,8,0,3.76
15806,1258,5,1743,10:51.0,9,0,5.53
15807,20,17,973,01:16.0,9,0,3.03
15808,80,10,1170,31:30.0,8,0,1.31
15809,870,17,1320,46:07.0,8,0,3.39
15810,520,2,1603,19:15.0,7,0,5.33
15811,741,7,744,57:43.0,7,0,9.34
15812,576,4,328,14:31.0,3,0,3.49
15813,647,1,1026,12:01.0,8,0,3.21
15814,1531,5,672,33:13.0,1,0,1.68
15815,1463,17,774,44:25.0,4,0,3.77
15816,3,13,1660,11:57.0,4,0,3.09
15817,724,5,1050,14:57.0,7,0,7.86
15818,1741,2,304,20:49.0,7,0,9.84
15819,1265,10,1827,47:16.0,2,0,1.63
15820,567,13,780,17:35.0,8,0,9.22
15821,536,4,535,03:51.0,2,0,0.43
15822,1896,13,425,13:57.0,5,3.49,1.18
15823,1022,1,1330,44:54.0,8,0,14.09
15824,1599,1,387,29:58.0,10,0,15.83
15825,214,2,1513,19:00.0,5,0,9.89
15826,1324,20,336,54:25.0,1,6.29,0.9
15827,860,1,122,33:46.0,2,0,2.63
15828,237,1,1748,58:12.0,4,0,1.12
15829,1856,7,1527,42:19.0,10,0,19.07
15830,1025,20,497,46:57.0,4,49.85,2.72
15831,1512,10,1669,35:12.0,9,27.47,7.81
15832,597,13,1122,32:29.0,1,0,1.31
15833,775,4,910,01:31.0,5,0,0.41
15834,507,2,998,22:12.0,10,0,7.97
15835,435,2,1549,41:22.0,10,0,5.99
15836,820,4,1812,48:22.0,10,0,18.31
15837,68,1,636,09:28.0,1,15.07,1.87
15838,1715,20,1121,05:41.0,1,0,0.32
15839,881,2,1302,17:52.0,5,0,2.81
15840,1422,17,483,11:33.0,10,0,10.22
15841,1700,7,292,12:40.0,5,0,3.77
15842,320,20,814,08:59.0,2,0,3.06
15843,1834,13,1649,26:35.0,10,0,1.09
15844,1103,20,130,48:45.0,4,0,0.03
15845,533,4,1850,56:34.0,9,0,3.48
15846,1582,20,1688,22:57.0,4,0,6.41
15847,1384,4,762,41:07.0,1,0,0.37
15848,1424,7,859,19:27.0,3,0,0.97
15849,777,5,301,35:47.0,6,23.82,10.32
15850,1465,5,201,44:49.0,10,0,14.23
15851,666,5,844,17:40.0,6,0,3.71
15852,1030,20,721,21:23.0,6,0,0.42
15853,1463,7,587,18:25.0,2,0,0.67
15854,196,10,746,53:48.0,7,0,5.23
15855,1735,5,110,07:05.0,5,0,0.75
15856,929,4,1467,21:10.0,1,0,0.04
15857,1947,5,246,33:48.0,9,46.2,12.56
15858,773,10,1900,38:22.0,9,0,9.47
15859,1412,7,1418,57:49.0,3,0,4.09
15860,1526,7,273,11:17.0,7,0,1.38
15861,1384,13,916,31:36.0,2,0,3.32
15862,1438,5,1001,15:00.0,6,0,9.7
15863,234,10,272,19:08.0,4,0,7.49
15864,1804,5,641,09:04.0,2,0,3.74
15865,77,20,961,12:33.0,1,0,0.87
15866,1105,1,51,12:35.0,6,0,6.81
15867,1985,2,812,34:56.0,10,0,4.5
15868,1580,13,802,15:43.0,3,0,2.04
15869,1227,2,1704,15:03.0,4,0,1.97
15870,1209,20,768,19:21.0,10,0,1.61
15871,36,2,81,21:22.0,7,0,7.19
15872,1989,10,900,52:18.0,4,0,7.45
15873,1218,5,1383,13:09.0,6,0,10.14
15874,345,7,92,34:54.0,1,0,0.04
15875,1865,20,999,34:56.0,5,0,5.12
15876,1328,17,589,45:13.0,4,0,1.48
15877,1301,5,1481,36:44.0,4,0,3.97
15878,1150,2,970,10:06.0,3,0,5.27
15879,910,1,1686,44:04.0,8,17.59,13.89
15880,1155,5,1956,20:26.0,4,0,4.13
15881,1673,1,13,12:39.0,2,12.01,1.4
15882,267,7,1613,59:20.0,5,0,3
15883,302,20,43,08:28.0,6,0,5.25
15884,456,17,1750,32:56.0,2,0,3.95
15885,378,5,1590,58:19.0,4,0,7.54
15886,1266,7,149,15:43.0,10,0,1.5
15887,278,20,1100,52:02.0,7,0,11.22
15888,325,5,887,34:17.0,2,0,3.57
15889,1747,1,1874,28:52.0,1,0,0.15
15890,572,1,448,16:56.0,9,0,8.55
15891,17,4,1738,24:13.0,9,0,10.19
15892,811,5,1191,48:25.0,5,0,2.6
15893,867,5,759,43:50.0,3,0,0.65
15894,1734,2,602,29:07.0,5,22.31,1.66
15895,1386,2,5,01:22.0,3,0,1.91
15896,271,10,776,16:17.0,5,0,0.56
15897,425,7,1500,34:15.0,1,0,0.15
15898,1821,20,93,37:40.0,2,29.06,1.58
15899,1602,13,1630,17:32.0,10,6.76,9.99
15900,237,13,570,12:25.0,4,0,0.49
15901,1662,1,692,01:39.0,2,0,3.12
15902,636,20,779,09:36.0,5,0,9.41
15903,534,1,1522,38:12.0,1,49.5,0.8
15904,661,1,1881,36:39.0,10,0,12.63
15905,818,4,120,36:55.0,1,27.61,0.6
15906,1130,17,1659,46:28.0,2,0,3.62
15907,163,1,325,43:08.0,5,0,0.92
15908,1731,5,1414,11:46.0,10,0,9.27
15909,1614,10,1776,32:59.0,9,0,14.51
15910,990,13,404,03:20.0,2,0,3.92
15911,755,2,300,54:31.0,6,46.18,0.4
15912,1235,5,1110,59:58.0,1,0,1.6
15913,1233,5,1770,53:29.0,6,0,10.74
15914,1190,5,69,47:59.0,5,0,5.24
15915,1231,5,73,38:10.0,7,0,2.92
15916,483,17,1111,27:01.0,2,0,0.38
15917,611,4,509,00:55.0,1,0,0.14
15918,1442,17,139,20:58.0,8,0,0.05
15919,1446,4,928,28:27.0,3,0,1.12
15920,1923,4,1033,51:47.0,1,0,1.53
15921,1368,7,1487,46:57.0,2,31.58,1.3
15922,1503,20,869,23:52.0,9,0,16.22
15923,339,20,50,40:18.0,9,0,7.85
15924,1624,1,1397,15:18.0,5,0,5.7
15925,1180,20,9,39:02.0,3,0,4.47
15926,457,20,1095,08:05.0,8,0,5.74
15927,1036,5,2000,56:16.0,5,2.71,7.63
15928,860,4,333,00:11.0,9,0,14.89
15929,1474,13,815,16:55.0,10,0,4.01
15930,219,7,1026,13:02.0,2,0,2.5
15931,1701,10,107,31:14.0,5,0,3.17
15932,1469,4,327,26:30.0,4,0,7.84
15933,1928,7,242,53:30.0,3,0,3.93
15934,800,20,1515,30:12.0,9,0,13.5
15935,1717,17,1970,58:12.0,4,0,5.32
15936,1595,17,673,39:20.0,8,0,7.06
15937,983,10,1378,01:55.0,5,32.12,4.5
15938,1677,2,726,29:40.0,2,0,3.16
15939,872,10,681,00:41.0,8,0,8.22
15940,349,2,1975,50:33.0,3,0,0.39
15941,561,7,1863,36:29.0,4,0,5.94
15942,1047,20,175,05:55.0,6,0,11.46
15943,846,17,691,49:41.0,4,0,4.84
15944,25,20,245,37:11.0,10,0,2.81
15945,1540,5,1935,05:17.0,3,0,3.53
15946,1340,5,1923,02:33.0,1,11.6,0.22
15947,1367,10,1920,52:17.0,2,0,1.85
15948,68,4,716,06:29.0,3,14.13,0.03
15949,1408,2,21,30:27.0,8,0,12.42
15950,518,20,73,06:36.0,3,0,5.84
15951,1710,20,1394,36:09.0,6,0,0.12
15952,1212,5,1158,14:42.0,10,0,18.31
15953,1624,7,1012,25:26.0,1,0,0.66
15954,619,10,1472,49:24.0,5,0,2.75
15955,1689,7,1703,55:02.0,3,0,2.45
15956,508,10,1922,10:51.0,6,0,1.12
15957,479,13,1621,15:45.0,10,0,15.71
15958,670,7,306,53:15.0,6,0,6.8
15959,1929,5,1157,51:21.0,5,0,4.2
15960,683,5,359,46:50.0,8,15.88,14.32
15961,1539,13,1530,24:14.0,4,33.67,3.06
15962,1348,20,497,49:07.0,10,0,6.63
15963,693,17,1775,33:10.0,7,0,6.49
15964,1434,17,1083,01:24.0,7,0,10.44
15965,144,4,1978,51:07.0,1,0,1.5
15966,383,20,1666,14:50.0,7,0,11.82
15967,1610,5,19,11:21.0,5,23,5.99
15968,957,1,387,16:52.0,1,0,1.49
15969,1134,5,1871,29:02.0,2,0,2.28
15970,1271,5,1310,22:38.0,7,1.26,2.59
15971,929,13,556,29:16.0,8,44.57,10.36
15972,744,10,1336,09:41.0,2,0,2.05
15973,1776,17,1329,23:57.0,9,23.51,12.76
15974,331,20,1239,44:34.0,8,8.71,12.84
15975,4,7,83,44:15.0,9,34.49,17.46
15976,367,4,1336,42:53.0,9,0,3.15
15977,1967,4,1633,36:29.0,1,0,1.2
15978,111,5,1682,32:46.0,1,3.2,0.21
15979,1806,5,1057,25:32.0,6,0,0.44
15980,1974,2,1220,10:17.0,9,0,4.27
15981,1839,2,1656,00:21.0,10,0,6.69
15982,614,13,376,51:42.0,7,0,11.81
15983,265,5,41,08:44.0,1,0,1.47
15984,207,2,1750,51:00.0,1,0,0.69
15985,1590,10,1551,59:59.0,8,0,7.52
15986,834,17,1428,04:12.0,1,0,1.26
15987,413,4,1293,06:40.0,7,0,2.23
15988,480,1,419,49:51.0,10,0,9.7
15989,570,4,159,42:05.0,10,0,19.82
15990,268,13,964,17:06.0,4,0,7.26
15991,472,20,963,40:20.0,10,0,3.4
15992,1043,17,1202,05:27.0,10,46.92,14.48
15993,1625,17,1090,31:32.0,2,0,3.83
15994,252,20,1712,35:29.0,6,36.64,11.03
15995,1811,20,1078,55:54.0,6,0,6.74
15996,647,17,1515,00:33.0,1,0,0.31
15997,1145,13,18,18:03.0,8,0,15.99
15998,693,20,1233,57:05.0,10,0,4.6
15999,1396,13,901,12:59.0,2,14.26,2.63
16000,527,7,1839,38:39.0,5,0,9.04
16001,1981,13,1885,54:57.0,1,0,0.54
16002,1137,1,1881,57:48.0,6,0,5.87
16003,1833,5,797,19:54.0,9,0,12.12
16004,587,4,1668,32:17.0,5,31.28,8.66
16005,481,5,1525,14:14.0,8,0,14.46
16006,796,1,424,26:25.0,2,0,1.75
16007,808,7,409,00:00.0,2,27.56,3.22
16008,797,1,622,06:42.0,8,0,0.34
16009,1586,5,571,37:16.0,9,0,15.79
16010,234,20,252,52:18.0,9,0,3.76
16011,1173,5,474,11:08.0,10,0,8.52
16012,1571,1,1308,30:38.0,9,0,17.14
16013,1646,4,1949,20:32.0,6,0,2.3
16014,685,7,1694,05:27.0,9,0,16.33
16015,928,17,1179,06:42.0,7,0,5.87
16016,809,20,1883,42:51.0,8,35.41,6.64
16017,1184,7,1863,20:27.0,2,0,2.85
16018,141,7,1674,10:24.0,8,0,10.66
16019,1706,4,870,12:58.0,5,38.26,5.45
16020,1670,4,770,22:58.0,2,0,1.05
16021,1442,1,818,12:32.0,4,0,5.25
16022,1870,7,840,06:10.0,6,0,11.9
16023,1201,17,906,36:27.0,3,0,5.43
16024,1311,5,1431,04:10.0,5,0,4.94
16025,1765,7,1477,20:57.0,8,0,4.07
16026,26,20,1184,17:51.0,8,12.67,3.83
16027,1385,7,1884,31:04.0,5,0,2.45
16028,1522,2,291,20:58.0,3,0,4.45
16029,926,5,131,05:25.0,8,0,4.84
16030,1539,5,22,43:06.0,6,0,4.1
16031,1527,4,276,25:18.0,3,0,2.81
16032,260,7,1032,49:38.0,7,0,6.21
16033,1708,10,76,49:18.0,2,0,3.42
16034,1685,5,429,15:52.0,4,0,3.79
16035,1125,7,1194,01:24.0,1,0,1.03
16036,890,13,1668,22:11.0,1,0,0.55
